state_name,town_name,median_download_speed,median_upload_speed,median_latency
Connecticut,Shelton,269.05,35.81,14
Connecticut,Simsbury,281.63,23.69,15
Connecticut,South Windsor,236.69,15.74,11
Connecticut,Southbury,212.94,11.64,14
Connecticut,Southington,263.08,57.26,10
Connecticut,Stamford,214.61,35.49,11
Connecticut,Stonington,240.93,23.05,21
Connecticut,Stratford,244.92,44.26,11
Connecticut,Suffield,261.77,18.27,12
Connecticut,Tolland,270.39,23.69,17
Connecticut,Torrington,216.69,36.47,12
Connecticut,Trumbull,308.47,102.08,10
Connecticut,Vernon,288.96,23.62,17
Connecticut,Wallingford,265.24,23.72,14
Connecticut,Waterbury,267.84,31.02,16
Connecticut,Waterford,262.99,23.84,17
Connecticut,Watertown,252.86,36.57,12
Connecticut,West Hartford,218.56,41.29,13
Connecticut,West Haven,268.74,23.37,15
Connecticut,Weston,229.24,36.68,11
Connecticut,Westport,226.04,36.42,11
Connecticut,Wethersfield,229.38,56.29,10
Connecticut,Wilton,200.97,33.25,12
Connecticut,Windham,229.28,11.46,11
Connecticut,Windsor,266.67,23.46,16
Connecticut,Wolcott,288.72,29.98,14
Delaware,Bear,225.97,89.15,8
Delaware,Brookside,190.85,38.63,9
Delaware,Dover,236.89,28.94,14
Delaware,Glasgow,280.53,41.94,9
Delaware,Hockessin,249.31,127.13,7
Delaware,Middletown,264.46,157.34,7
Delaware,Milford,240.81,21.88,16
Delaware,Newark,229.14,96.98,8
Delaware,Pike Creek,214.22,41.08,10
Delaware,Wilmington,168.37,22.89,12
District of Columbia,Washington,174.54,28.7,10
Florida,Altamonte Springs,255.52,18.44,15
Florida,Apollo Beach,284.49,66.09,12
Florida,Apopka,253.35,16.51,14
Florida,Atlantic Beach,213.62,23.61,11
Florida,Auburndale,252.54,19.99,14
Florida,Aventura,199.37,23.38,9
Florida,Azalea Park,162.37,18.78,15
Florida,Bal Harbour,160.23,33.01,8
Florida,Bartow,236.18,23.36,18
Florida,Bay Harbor Islands,196.16,22.03,10
Florida,Bay Hill,250.7,18.64,17
Florida,Bay Lake,28.4,23.73,4
Florida,Bayonet Point,267.83,22.78,11
Florida,Bayshore Gardens,227.57,22.45,13
Florida,Bee Ridge,235.4,41.03,15
Florida,Belle Isle,275.66,22.43,16
Florida,Bellview,255.01,13.81,15
Florida,Bithlo,335.17,40.2,14
Florida,Bloomingdale,270.95,22.82,12
Florida,Boca Del Mar,223.14,17.05,14
Florida,Boca Raton,199.36,23.99,14
Florida,Bonita Springs,166.69,23.81,13
Florida,Boynton Beach,213.93,23.12,12
Florida,Bradenton,270.6,22.28,13
Florida,Brandon,269.42,38.61,11
Florida,Brent,177.28,10.69,15
Florida,Buckingham,114.4,11.91,16
Florida,Buena Ventura Lakes,244.18,16.35,17
Florida,Butler Beach,147.46,11.98,14
Florida,Callaway,206.93,23.76,23
Florida,Cape Coral,222.47,22.17,14
Florida,Casselberry,269.04,12.1,14
Florida,Celebration,189.88,112.35,4
Florida,Centerville,30.76,3.94,26
Florida,Cheval,276.87,39.18,11
Florida,Citrus Park,245.08,22.88,11
Florida,Clearwater,221.73,22.51,12
Florida,Clermont,249,20.51,15
Florida,Cocoa,226,18.5,18
Florida,Cocoa Beach,197.63,11.8,17
Florida,Coconut Creek,251.14,23.36,11
Florida,Conway,232.27,21.35,14
Florida,Cooper City,253.56,31.43,10
Florida,Coral Gables,232.63,38.57,11
Florida,Coral Springs,187.73,23.55,11
Florida,Coral Terrace,242.02,118.87,7
Florida,Country Club,225.29,23.17,11
Florida,Country Walk,298.71,40.94,10
Florida,Crestview,253.95,11.15,17
Florida,The Crossings,235.57,23.58,12
Florida,Cutler Bay,279.08,38.05,11
Florida,Cypress Gardens,247.85,21.77,13
Florida,Cypress Lake,214.04,21.31,16
Florida,Dania Beach,163.16,18.85,12
Florida,Davie,238.5,23.64,11
Florida,Daytona Beach,254.59,19.38,17
Florida,Daytona Beach Shores,165.4,11.54,17
Florida,DeBary,284.78,40.62,18
Florida,Deerfield Beach,203.49,19.8,11
Florida,DeLand,263.55,17.92,16
Florida,Delray Beach,206.98,20.5,14
Florida,Deltona,276.18,19.93,16
Florida,Destin,171.95,10.57,17
Florida,Doctor Phillips,276.88,22.91,16
Florida,Doral,228.54,35.74,10
Florida,Dunedin,258.6,21.19,12
Florida,East Lake,263.14,22.53,11
Florida,Edgewater,257.54,18.18,16
Florida,Edgewood,206.75,13.41,17
Florida,Egypt Lake-Leto,225.22,21.42,11
Florida,Elfers,232.7,21.87,11
Florida,Englewood,212.79,22.84,15
Florida,Ensley,255.68,36.75,16
Florida,Estero,224.96,58.59,13
Florida,Eustis,199.19,20.51,28
Florida,Fernandina Beach,200.32,21.44,13
Florida,Ferry Pass,213.25,19.92,17
Florida,Fleming Island,292.22,35.75,13
Florida,Florida Ridge,222.74,23.15,18
Florida,Fontainebleau,226.49,23.33,12
Florida,Fort Lauderdale,173.49,23.63,11
Florida,Fort Myers,189.3,23.42,15
Florida,Fort Pierce,162.1,20.25,16
Florida,Fort Walton Beach,190.52,10.74,16
Florida,Four Corners,233.86,22.11,16
Florida,Fruit Cove,276.86,23.87,13
Florida,Fruitville,225.49,86.2,14
Florida,Gainesville,182.58,11.08,12
Florida,Gibsonton,291.71,76.3,12
Florida,Gifford,208.14,21.76,20
Florida,Glencoe,244.57,21.3,16
Florida,Glenvar Heights,248.53,40.97,11
Florida,Golden Gate,233.07,15.5,16
Florida,Golden Glades,177.91,22.76,11
Florida,Goldenrod,272.42,18.52,13
Florida,Grant-Valkaria,245.32,11.78,17
Florida,Greater Carrollwood,252.89,94.82,11
Florida,Greater Northdale,262.58,90.1,11
Florida,Greenacres,228.24,24.14,13
Florida,Groveland,289.74,20.3,16
Florida,Gulf Gate Estates,172.39,23.61,14
Florida,Gulfport,235.17,19.27,12
Florida,Haines City,307.34,20.76,14
Florida,Hallandale Beach,193.74,22.86,12
Florida,The Hammocks,264.49,34.32,10
Florida,Hamptons at Boca Raton,203.36,31.18,9
Florida,Hialeah,219.23,23.57,11
Florida,Hialeah Gardens,213.56,23.16,11
Florida,High Springs,42.69,10.65,25
Florida,Holiday,275.77,23.34,12
Florida,Hollywood,179.92,23.55,11
Florida,Homestead,240.73,40.6,9
Florida,Homosassa Springs,241.23,11.61,11
Florida,Horizon West,256.23,20.85,17
Florida,Hudson,285.5,23.08,11
Florida,Hunters Creek,315.52,22.7,15
Florida,Indian Harbour Beach,191.85,14.92,17
Florida,Inverness,257.24,11.64,11
Florida,Iona,225.14,22.58,16
Florida,Ives Estates,255.26,27.4,11
Florida,Jacksonville,230.51,23.9,13
Florida,Jacksonville Beach,202.52,23.15,13
Florida,Jasmine Estates,257.38,22.18,11
Florida,Jensen Beach,196.63,21.04,14
Florida,Jupiter,216.67,24.8,14
Florida,Kendale Lakes,250.18,23.59,12
Florida,Kendall,223.33,40.14,11
Florida,Kendall West,263.68,35.35,11
Florida,Key Biscayne,229.62,37.89,11
Florida,Key Largo,99.93,11.96,16
Florida,Key West,106.45,20.12,17
Florida,Keystone,254.97,94.02,11
Florida,Kissimmee,250.96,16.43,17
Florida,Lady Lake,175.87,23.06,26
Florida,Lake Buena Vista,28.5,24.14,4
Florida,Lake Butler,231.74,22.46,16
Florida,Lake Magdalene,234.62,22.7,11
Florida,Lake Mary,230.82,21.13,14
Florida,Lake Wales,235.15,15.9,16
Florida,Lake Worth,162.9,23.84,13
Florida,Lake Worth Corridor,233.34,23.61,13
Florida,Lakeland,267.73,22.53,13
Florida,Lakeland Highlands,256.57,23.44,12
Florida,Lakeside,291.52,23.74,13
Florida,Lakewood Ranch,283.01,22.65,15
Florida,Largo,235.94,21.91,11
Florida,Lauderhill,110.8,16.37,12
Florida,Lealman,275.36,34.19,12
Florida,Leesburg,171.36,23.98,25
Florida,Lehigh Acres,166.12,11.93,16
Florida,Leisure City,237.26,23.84,11
Florida,Lely Resort,227.17,20.55,16
Florida,Lithia,248.1,94.82,13
Florida,Little Gables,207.73,40.97,10
Florida,Lockhart,267.87,20.51,13
Florida,Longboat Key,146.95,14.43,16
Florida,Longwood,244.72,12.18,14
Florida,Loxahatchee Groves,269.77,101.58,8
Florida,Lutz,273.45,108.01,12
Florida,Lynn Haven,218.95,23.69,27
Florida,Maitland,253.34,17.18,13
Florida,Mango,305.36,21.65,14
Florida,Marco Island,128.88,22.75,16
Florida,Margate,208.81,21.78,12
Florida,Meadow Woods,326.17,39.89,14
Florida,Medulla,286.57,23.27,12
Florida,Melbourne,262.46,20.76,17
Florida,Memphis,238.74,22.64,13
Florida,Merritt Island,214.64,14.99,17
Florida,Miami,155.76,29.63,10
Florida,Miami Beach,131.48,26.9,10
Florida,Miami Gardens,200.46,29.31,11
Florida,Miami Lakes,288.43,142.56,7
Florida,Miami Springs,158,27.78,8
Florida,Minneola,224.37,19.14,16
Florida,Miramar,254.56,23.43,11
Florida,Miramar Beach,153.34,10.44,17
Florida,Mount Dora,202.43,23.59,26
Florida,Myrtle Grove,189.79,10.8,15
Florida,Naples,184.22,23.14,16
Florida,Navarre,323.89,52.12,19
Florida,Neptune Beach,196.58,21.39,12
Florida,New Port Richey,287.31,71.97,11
Florida,New Port Richey East,274.17,66.45,11
Florida,New Smyrna Beach,248.82,17.39,16
Florida,Niceville,179.16,10.55,17
Florida,North Bay Village,195.04,44.01,10
Florida,North Fort Myers,125.55,12.19,15
Florida,North Lauderdale,145.62,21.51,13
Florida,North Miami,207.13,23.55,11
Florida,North Miami Beach,204.63,23.31,10
Florida,North Naples,178.98,28.55,13
Florida,North Port,244.17,23.4,14
Florida,North Sarasota,192.52,28.19,15
Florida,Oak Ridge,299.93,21.31,17
Florida,Oakland Park,196.34,22.84,11
Florida,Ocala,165.27,11.46,12
Florida,Ocoee,248.25,19.82,14
Florida,Ojus,259.71,23.42,11
Florida,Oldsmar,256.4,36.53,12
Florida,Olympia Heights,224.25,23.94,11
Florida,Orange City,249.68,11.8,15
Florida,Orlando,212.72,22.28,14
Florida,Ormond Beach,229.01,19.68,17
Florida,Oviedo,296.06,23.42,13
Florida,Palatka,118.69,20.02,13
Florida,Palm Bay,275.81,19.95,17
Florida,Palm Beach,161.33,19.41,16
Florida,Palm Beach Gardens,247.93,23.46,13
Florida,Palm City,237.16,23.44,14
Florida,Palm Coast,275.18,21.62,18
Florida,Palm Harbor,228.22,23.17,12
Florida,Palm River-Clair Mel,225.42,36.68,13
Florida,Palm Springs,213.64,23.5,14
Florida,Palm Valley,226.65,23.48,13
Florida,Palmetto Bay,206.82,23.49,12
Florida,Palmetto Estates,259.31,39.15,10
Florida,Panama City,211.92,25.01,23
Florida,Panama City Beach,131.64,38.96,21
Florida,Parkland,282.06,57.26,8
Florida,Pebble Creek,292.17,28.92,11
Florida,Pembroke Pines,252.82,25.58,10
Florida,Pensacola,189.62,20.36,16
Florida,Pensacola Beach,161.24,27.91,21
Florida,Pine Castle,229,17.81,17
Florida,Pine Hills,237.33,22.57,14
Florida,Pine Ridge,269.96,11.65,11
Florida,Pinecrest,217.17,40.16,12
Florida,Pinellas Park,240.92,21.34,10
Florida,Plant City,258.43,23.14,13
Florida,Plantation,196.87,22.66,11
Florida,Poinciana,296.13,22.22,16
Florida,Pompano Beach,207.07,23.13,11
Florida,Port Charlotte,220.66,19.23,15
Florida,Port Orange,260.56,20.25,16
Florida,Port Saint John,250.18,13,17
Florida,Port Saint Lucie,240.86,23.84,14
Florida,Port Salerno,198.5,17.63,16
Florida,Princeton,311.64,144.06,8
Florida,Progress Village,313.51,83.51,11
Florida,Punta Gorda,203.54,11.88,15
Florida,Richmond West,317.76,38.47,10
Florida,Riverview,297.86,67.76,12
Florida,Riviera Beach,173.36,19.78,14
Florida,Rockledge,275.58,22.48,17
Florida,Rotonda West,226,11.89,15
Florida,Royal Palm Beach,292.6,23.88,14
Florida,Ruskin,266.81,23.55,12
Florida,Safety Harbor,247.98,22.92,11
Florida,Saint Augustine Beach,167.96,14.9,13
Florida,Saint Cloud,296.73,20.03,17
Florida,Saint Johns,323.42,46.78,14
Florida,Saint Pete Beach,244.75,18.83,12
Florida,Saint Petersburg,217.61,21.41,12
Florida,Samsula-Spruce Creek,248.87,12.53,17
Florida,San Carlos Park,212.44,20.44,16
Florida,Sandalfoot Cove,269.54,21.17,13
Florida,Sanford,263.06,22.95,13
Florida,Sanibel,172.32,12.97,15
Florida,Sarasota,191.72,24.21,15
Florida,Satellite Beach,242.8,20.97,17
Florida,Sebastian,219.44,20.51,21
Florida,Sebring,144.36,13.22,17
Florida,Seminole,226.33,21.15,13
Florida,South Bradenton,249.52,20.47,13
Florida,South Gate Ridge,184.95,35.13,14
Florida,South Miami,223.54,52.94,8
Florida,South Miami Heights,292.79,39.7,10
Florida,Southwest Ranches,204.99,23.96,11
Florida,Spring Hill,258.81,19.61,11
Florida,St. Augustine,118.62,19.6,13
Florida,Stuart,140.96,23.8,13
Florida,Sugarmill Woods,287.24,11.59,12
Florida,Summerfield,115.27,19.39,25
Florida,Sun City Center,270.65,22.44,12
Florida,Sunny Isles Beach,191.57,40.3,7
Florida,Sunrise,222.94,22.68,11
Florida,Sunset,207.65,39.18,11
Florida,Surfside,179.8,26.76,11
Florida,Sweetwater,135,19.95,12
Florida,Tallahassee,194.28,23.67,9
Florida,Tamarac,177.57,17.28,12
Florida,Tamiami,254,41.88,10
Florida,Tampa,214.25,23.15,11
Florida,Tarpon Springs,238.84,27.94,11
Florida,Tavares,149.18,23.05,26
Florida,Temple Terrace,228.53,23.21,11
Florida,Three Lakes,294.13,36.85,11
Florida,Titusville,241.88,19.42,17
Florida,Trinity,260.87,105.56,12
Florida,Union Park,234.82,21.19,14
Florida,University,248.04,19.93,11
Florida,University Park,263.37,65.5,10
Florida,Upper Grand Lagoon,212.77,23.91,15
Florida,Valrico,298.19,27.09,12
Florida,Venice,189.59,23.32,14
Florida,Vero Beach,182.75,19.23,20
Florida,Vero Beach South,260.73,23.57,18
Florida,The Villages,203.83,11.97,26
Florida,Villas,209.52,22.97,16
Florida,Warrington,190.81,10.57,17
Florida,Wekiva Springs,235.58,11.74,14
Florida,Wellington,245.09,23.98,13
Florida,Wesley Chapel,279.64,98.13,12
Florida,West Little River,260.92,58.12,8
Florida,West Melbourne,274.11,22.83,15
Florida,West Palm Beach,191.68,22.75,14
Florida,West Pensacola,223.85,10.73,15
Florida,West Perrine,284.45,167.1,6
Florida,Westchase,269.13,89.93,11
Florida,Westchester,223.05,29.99,11
Florida,Weston,221.57,34.33,11
Florida,Westwood Lakes,235.69,29.88,10
Florida,Wildwood,263.77,11.98,23
Florida,Williamsburg,264.33,21.04,16
Florida,Wilton Manors,212,22.07,12
Florida,Windermere,186.59,19.7,17
Florida,Winter Garden,234.29,20.08,14
Florida,Winter Haven,286.76,21.52,13
Florida,Winter Park,225.35,13.84,14
Florida,Winter Springs,253.94,15.8,14
Florida,Wright,211.29,10.66,16
Florida,Yulee,243.46,36.67,14
Florida,Zephyrhills,232.3,35.57,12
Georgia,Acworth,269.22,40.66,10
Georgia,Albany,145.56,32.79,22
Georgia,Alpharetta,217.71,43.36,9
Georgia,Americus,107.18,27.62,20
Georgia,Athens,214.48,19.75,12
Georgia,Atlanta,88.95,11.98,25
Georgia,Augusta,163.8,23.62,12
Georgia,Belvedere Park,209.91,29.52,9
Georgia,Braselton,250.67,38.43,12
Georgia,Brookhaven,237.77,37.28,10
Georgia,Buford,243.73,121.34,6
Georgia,Canton,228.54,23.67,12
Georgia,Carrollton,152.07,12.78,13
Georgia,Cartersville,237.35,23.71,11
Georgia,Chamblee,214.64,41.29,9
Georgia,Cleveland,81.37,25.29,19
Georgia,College Park,91.37,34.65,5
Georgia,Columbus,190.57,29.78,16
Georgia,Cumming,230.59,49.6,10
Georgia,Dacula,239.22,24.09,11
Georgia,Dahlonega,75.28,21.82,18
Georgia,Dallas,239.69,23.8,12
Georgia,Dalton,100.33,77.5,6
Georgia,Decatur,191.51,24.08,10
Georgia,Douglas,136.13,41.14,22
Georgia,Douglasville,189.51,24.29,10
Georgia,Duluth,277.31,134.32,7
Georgia,Dunwoody,252.72,43.63,8
Georgia,East Cobb,210.37,36.23,11
Georgia,East Point,111.38,23.63,10
Georgia,Evans,232.99,36.98,13
Georgia,Fairburn,180.37,24.46,11
Georgia,Fayetteville,282.48,30.76,10
Georgia,Flowery Branch,299.26,126.84,8
Georgia,Forest Park,176.04,23.87,10
Georgia,Gainesville,228.21,20.84,11
Georgia,Georgetown,194.66,23.9,26
Georgia,Glennville,59.23,14.05,19
Georgia,Grayson,63.37,15.81,20
Georgia,Griffin,164.87,23.87,10
Georgia,Grovetown,254.22,46.97,14
Georgia,Hinesville,250.08,22.32,29
Georgia,Holly Springs,289.02,23.52,12
Georgia,Jefferson,157.38,23.87,13
Georgia,Johns Creek,229,24.04,11
Georgia,Jonesboro,168.2,23.44,11
Georgia,Kennesaw,248.2,29.97,10
Georgia,Kingsland,175.69,94.64,13
Georgia,LaGrange,173.12,20.84,20
Georgia,Lawrenceville,253.53,51.14,8
Georgia,Lilburn,276.98,192.23,7
Georgia,Mableton,267.46,36.86,10
Georgia,Macon,178.69,15.98,13
Georgia,Marietta,183.88,23.94,11
Georgia,Martinez,197.13,23.53,14
Georgia,McDonough,228.96,22.58,12
Georgia,Milledgeville,180.93,22.74,13
Georgia,Milton,219.64,33.72,11
Georgia,Moultrie,82.47,27.88,17
Georgia,Newnan,209.1,28.22,12
Georgia,Norcross,192.24,41.68,10
Georgia,North Decatur,188.74,23.76,11
Georgia,North Druid Hills,208.91,26.75,9
Georgia,Peachtree City,201.56,23.65,11
Georgia,Peachtree Corners,229.42,60.49,10
Georgia,Perry,177.45,40.54,15
Georgia,Pine Lake,174.61,23.58,11
Georgia,Pooler,211,39.09,26
Georgia,Powder Springs,224.4,31.94,10
Georgia,Redan,226.73,23.27,11
Georgia,Rincon,162.92,22.45,29
Georgia,Rome,207.12,23.47,14
Georgia,Roswell,213.93,22.68,11
Georgia,Saint Marys,214.53,23.74,13
Georgia,Saint Simons Island,187.21,14.48,15
Georgia,Sandy Springs,219.52,29.12,11
Georgia,Savannah,162.79,22.9,28
Georgia,Skidaway Island,213.63,12.02,29
Georgia,Smyrna,232.06,23.17,10
Georgia,Snellville,234.07,91.56,7
Georgia,South Fulton,175.22,35.33,11
Georgia,Statesboro,131.69,39.96,19
Georgia,Stockbridge,272.75,26.45,11
Georgia,Stonecrest,206.53,35.67,10
Georgia,Sugar Hill,257.6,56.73,7
Georgia,Suwanee,212,21.56,10
Georgia,Tifton,138.14,27.32,21
Georgia,Toccoa,46.85,10.07,16
Georgia,Tucker,199.3,34.92,9
Georgia,Union City,106.8,23.4,13
Georgia,Valdosta,188.46,39.54,22
Georgia,Vidalia,106.26,42.21,22
Georgia,Villa Rica,219.29,38.37,10
Georgia,Vinings,209.45,23.73,10
Georgia,Warner Robins,230.9,32.58,13
Georgia,Winder,200.59,23.55,13
Georgia,Woodstock,286.3,164.78,6
Hawaii,Ewa Beach,255.77,23.03,11
Hawaii,Halawa,234.72,27.62,8
Hawaii,Heeia,222.53,21.93,11
Hawaii,Hilo,174.3,17.15,17
Hawaii,Honolulu,219.68,22.68,10
Hawaii,Joint Base Pearl Harbor-Hickam,281.86,21.79,11
Hawaii,Kaanapali,171.7,20.34,15
Hawaii,Kahului,189.31,12.07,16
Hawaii,Kailua,237.31,23.47,9
Hawaii,Kailua-Kona,183.82,16.41,16
Hawaii,Kaneohe,230.12,22.93,10
Hawaii,Kapaa,200.29,23.13,14
Hawaii,Kapolei,276.57,22.8,11
Hawaii,Kihei,183.3,18.56,15
Hawaii,Koloa,158.5,12.82,13
Hawaii,Makakilo,257.49,23.2,10
Hawaii,Mililani,245.81,21.38,11
Hawaii,Napili-Honokowai,214.54,14.1,16
Hawaii,Pearl City,224.96,20.89,11
Hawaii,Wahiawa,233.2,22.92,10
Hawaii,Wailea-Makena,204.43,18.47,16
Hawaii,Wailuku,233.28,22.27,15
Hawaii,Waimalu,216.87,20.14,10
Hawaii,Waipahu,267.53,19.47,11
Idaho,Ammon,144.88,60.02,6
Idaho,Boise,162.22,30.55,11
Idaho,Caldwell,218.21,27.2,15
Idaho,Chubbuck,172.98,97.34,4
Idaho,Dalton Gardens,254.41,23.44,21
Idaho,Eagle,220.98,30.03,17
Idaho,Garden City,194.49,30.57,10
Idaho,Hayden,224.73,23.1,23
Idaho,Idaho Falls,180.3,51.81,7
Idaho,Meridian,203.53,29.67,15
Idaho,Moscow,172.86,22.59,23
Idaho,Mountain Home,165.62,11.52,52
Idaho,Nampa,206.91,29.48,17
Idaho,Pocatello,183.28,31.43,12
Idaho,Post Falls,263.89,23.25,22
Idaho,Rexburg,71.84,57.4,8
Idaho,Sandpoint,157.89,44.39,11
Idaho,Twin Falls,167.75,25.11,15
Illinois,Addison,200.42,21.88,13
Illinois,Algonquin,234.56,23.06,14
Illinois,Alsip,173.21,20.48,15
Illinois,Alton,266.61,18.16,12
Illinois,Arlington Heights,197.52,23.22,13
Illinois,Aurora,234.31,23.25,14
Illinois,Barrington,174.55,19.83,14
Illinois,Barrington Hills,208.03,23.24,15
Illinois,Bartlett,205.24,21.08,14
Illinois,Batavia,233.6,23.76,12
Illinois,Belleville,208,19.88,12
Illinois,Belvidere,268.18,23.82,14
Illinois,Berwyn,235.62,28.25,10
Illinois,Bloomingdale,206.63,22.54,13
Illinois,Bloomington,178.85,57.07,7
Illinois,Bolingbrook,227.72,22.65,13
Illinois,Bourbonnais,214.67,23.01,14
Illinois,Bridgeview,217.91,21.03,13
Illinois,Brookfield,265.18,23.82,10
Illinois,Buffalo Grove,205.65,20.7,13
Illinois,Burbank,232.07,21.65,13
Illinois,Burr Ridge,112.06,17.16,14
Illinois,Campton Hills,217.76,21.41,15
Illinois,Carbondale,106.47,28.16,17
Illinois,Carol Stream,202.67,20.24,12
Illinois,Carpentersville,212.64,23.02,15
Illinois,Cary,236.14,19.59,15
Illinois,Champaign,186.57,65.68,10
Illinois,Channahon,289.1,23.1,13
Illinois,Charleston,181,38.91,14
Illinois,Chicago,144.08,20.56,12
Illinois,Cicero,213.08,21.84,13
Illinois,Clarendon Hills,193.95,22.6,12
Illinois,Collinsville,114.62,11.64,13
Illinois,Crystal Lake,218.89,21.24,14
Illinois,Danville,174.83,22.86,17
Illinois,Darien,161.91,17.83,13
Illinois,Decatur,159.08,20.48,22
Illinois,Deerfield,199.67,22.3,14
Illinois,DeKalb,204.57,37.58,10
Illinois,Des Plaines,235.34,23.77,12
Illinois,Downers Grove,189.95,21.58,13
Illinois,East Moline,253.01,41.92,21
Illinois,East Peoria,193.2,44.83,8
Illinois,Edwardsville,213.93,17.13,11
Illinois,Effingham,110.52,33.96,18
Illinois,Elgin,224.09,23.54,13
Illinois,Elk Grove Village,190.97,19.89,13
Illinois,Elmhurst,237.07,23.82,11
Illinois,Elmwood Park,201.86,21.55,13
Illinois,Evanston,203.59,21.93,12
Illinois,Fairview Heights,239.85,17.95,11
Illinois,Forest Park,171.92,23.56,12
Illinois,Fox Lake,226.12,20.51,14
Illinois,Frankfort,195.34,21.22,15
Illinois,Franklin Park,164.82,20.65,11
Illinois,Freeport,171.59,19.84,15
Illinois,Galesburg,185.73,22.87,18
Illinois,Geneva,243.17,104.45,6
Illinois,Gilberts,219.4,28.36,15
Illinois,Glen Carbon,230.22,11.82,12
Illinois,Glen Ellyn,183.93,20.01,15
Illinois,Glencoe,214.07,22.62,14
Illinois,Glendale Heights,208.12,21.93,13
Illinois,Glenview,208.3,22.1,13
Illinois,Granite City,217.14,11.37,11
Illinois,Grayslake,229.15,22.97,14
Illinois,Gurnee,245.07,22.94,13
Illinois,Hanover Park,200.95,19.61,14
Illinois,Hawthorn Woods,246.81,22.88,13
Illinois,Herrin,140.03,36.94,16
Illinois,Hickory Hills,195.78,18.83,14
Illinois,Highland Park,204.72,22.74,14
Illinois,Hinsdale,203.38,22.97,12
Illinois,Hoffman Estates,211.35,20.37,13
Illinois,Homer Glen,181.56,20.19,14
Illinois,Homewood,214.76,23,14
Illinois,Huntley,241.17,23.06,14
Illinois,Itasca,173.87,23.51,12
Illinois,Jacksonville,154.92,60.65,12
Illinois,Joliet,207.69,22.5,14
Illinois,Kankakee,227.51,23.08,13
Illinois,Kildeer,194.97,18.69,13
Illinois,La Grange,198.28,23.66,11
Illinois,Lake Forest,238.24,23.43,14
Illinois,Lake in the Hills,258.8,23.16,14
Illinois,Lake Zurich,229.33,21.74,13
Illinois,Lakemoor,184.82,22.65,14
Illinois,Lansing,259.51,22.1,13
Illinois,Libertyville,204.21,22.77,13
Illinois,Lincolnwood,211.55,23.38,14
Illinois,Lisle,235.74,22.78,13
Illinois,Lockport,240.85,21.75,14
Illinois,Lombard,220.34,22.19,12
Illinois,Macomb,167.03,23.1,17
Illinois,Marion,94.24,35.75,16
Illinois,Mattoon,94.41,31.74,15
Illinois,McHenry,197.5,20.1,15
Illinois,Melrose Park,206.32,20.28,13
Illinois,Mokena,210.2,21.04,14
Illinois,Moline,183.6,27.93,26
Illinois,Montgomery,266.25,38.65,12
Illinois,Morton,195.95,73.84,4
Illinois,Morton Grove,200.9,21.1,15
Illinois,Mount Prospect,202.31,22.78,12
Illinois,Mundelein,191.84,20.01,13
Illinois,Naperville,204.93,22.67,14
Illinois,New Lenox,240.03,21.32,14
Illinois,Niles,194.42,22.79,15
Illinois,Normal,177.42,36.34,12
Illinois,Norridge,258.09,23.54,12
Illinois,North Aurora,239.36,32.59,12
Illinois,Northbrook,222.89,23.3,12
Illinois,Oak Brook,175.76,20.93,14
Illinois,Oak Forest,246.57,22.86,14
Illinois,Oak Lawn,224.68,23.67,11
Illinois,Oak Park,228.85,38.72,10
Illinois,Orland Park,210.25,20.26,14
Illinois,Oswego,236.24,37.9,10
Illinois,Ottawa,106.91,27.24,15
Illinois,Palatine,201.64,20.77,13
Illinois,Palos Heights,139.32,17.91,16
Illinois,Palos Hills,159.3,19.69,14
Illinois,Park Forest,245.39,23.32,13
Illinois,Park Ridge,234.2,23.76,12
Illinois,Pekin,232.72,32.85,15
Illinois,Peoria,192,27.25,14
Illinois,Plainfield,204.61,41.12,9
Illinois,Prospect Heights,206.84,20.73,13
Illinois,River Forest,265.65,23.7,12
Illinois,Riverside,265.03,23.7,11
Illinois,Rock Island,217.66,36.13,23
Illinois,Rockford,209.48,21.19,15
Illinois,Rolling Meadows,183.55,17.37,13
Illinois,Romeoville,203.07,23.16,13
Illinois,Roselle,198.43,19.23,13
Illinois,Round Lake Beach,228.76,21.36,15
Illinois,Saint Charles,206.15,23.41,12
Illinois,Schaumburg,195.15,20.5,13
Illinois,Shiloh,198.35,16.81,12
Illinois,Skokie,232.31,23.75,11
Illinois,South Elgin,241.87,38.84,12
Illinois,Springfield,228.47,22.82,17
Illinois,Sterling,193.62,23.15,15
Illinois,Streamwood,234.52,22.33,13
Illinois,Swansea,228.7,18.32,11
Illinois,Sycamore,196.92,23.86,12
Illinois,Tinley Park,192.21,20.36,14
Illinois,Urbana,187.08,41.71,9
Illinois,Vernon Hills,229.06,21.63,13
Illinois,Villa Park,203.75,22.69,12
Illinois,Washington,139.17,41.48,7
Illinois,Waukegan,190.6,22.66,13
Illinois,West Chicago,170.16,20.18,14
Illinois,Westchester,237.29,22.25,12
Illinois,Western Springs,187.81,22.48,13
Illinois,Westmont,183.33,20.2,13
Illinois,Wheaton,232.91,23.16,13
Illinois,Wheeling,241.64,22.92,12
Illinois,Wilmette,237.48,24.13,14
Illinois,Wood Dale,189.98,23.08,12
Illinois,Woodridge,233.14,22.39,13
Illinois,Woodstock,116.19,20.7,16
Illinois,Yorkville,223.16,91.57,6
Illinois,Zion,168.92,20.11,14
Indiana,Anderson,196.2,21.91,20
Indiana,Auburn,102.36,43.04,21
